Area,Crop,Soil,GPS,Documents,NDVI,Rainfall,Verified
14.78,Millets,Sandy,1,0,0.76,944,0
2.38,Cotton,Loam,0,1,0.45,330,0
4.04,Rice,Sandy,1,0,0.94,1443,0
1.86,Cotton,Clay,1,1,0.75,1065,0
6.64,Millets,Sandy,1,0,0.21,1429,0
12.07,Wheat,Sandy,1,0,0.54,1334,0
12.63,Sugarcane,Sandy,1,0,0.29,693,0
9.27,Millets,Clay,0,1,0.6,414,0
1.64,Sugarcane,Loam,0,1,0.8,492,0
12.17,Maize,Sandy,1,0,0.39,470,0
10.34,Cotton,Black,0,0,0.26,844,0
3.23,Cotton,Sandy,1,0,0.4,785,0
4.96,Millets,Sandy,0,1,0.54,644,0
1.85,Cotton,Loam,1,0,0.91,622,0
4.79,Sugarcane,Sandy,0,1,0.26,345,0
11.17,Sugarcane,Clay,1,1,0.57,1157,1
7.85,Cotton,Black,0,0,0.44,942,0
10.94,Millets,Clay,1,1,0.68,1372,1
11.2,Sugarcane,Sandy,0,1,0.28,1278,0
9.54,Sugarcane,Black,0,0,0.23,750,0
12.4,Rice,Clay,0,1,0.84,584,0
14.36,Sugarcane,Sandy,1,0,0.9,398,0
5.04,Rice,Loam,1,1,0.6,363,1
7.42,Rice,Sandy,0,0,0.92,518,0
2.83,Sugarcane,Loam,0,0,0.52,824,0
9.84,Millets,Black,0,0,0.69,731,0
7.76,Millets,Loam,0,0,0.25,542,0
3.97,Cotton,Loam,0,0,0.74,1060,0
3.69,Millets,Sandy,0,1,0.4,1126,0
0.61,Sugarcane,Black,0,1,0.79,466,0
1.57,Sugarcane,Sandy,0,1,0.59,412,0
2.68,Rice,Sandy,1,1,0.49,1329,0
1.28,Maize,Loam,0,0,0.39,1295,0
13.27,Cotton,Loam,0,0,0.68,1127,0
9.44,Cotton,Black,1,1,0.78,463,1
8.23,Millets,Sandy,1,0,0.58,889,0
4.23,Maize,Black,1,1,0.31,1351,0
10.67,Millets,Clay,1,1,0.45,528,0
11.45,Sugarcane,Black,0,0,0.61,774,0
9.07,Rice,Loam,0,0,0.93,401,0
12.48,Cotton,Black,1,0,0.77,858,0
9.62,Sugarcane,Clay,0,1,0.78,1243,0
4.13,Maize,Sandy,1,0,0.36,618,0
14.6,Rice,Black,1,1,0.4,504,0
10.2,Rice,Sandy,0,0,0.92,782,0
2.8,Maize,Black,0,0,0.77,1235,0
13.78,Millets,Loam,0,1,0.64,602,0
5.27,Sugarcane,Sandy,1,1,0.89,497,1
10.63,Cotton,Clay,1,1,0.44,1132,0
7.39,Millets,Sandy,0,0,0.91,967,0
9.48,Cotton,Clay,1,1,0.52,356,1
3.3,Cotton,Loam,0,1,0.36,509,0
12.04,Maize,Loam,1,1,0.2,316,0
3.8,Rice,Clay,0,0,0.95,1178,0
1.74,Sugarcane,Black,0,0,0.28,933,0
12.07,Cotton,Clay,1,1,0.74,449,1
10.5,Millets,Sandy,0,1,0.41,1343,0
10.11,Maize,Loam,0,0,0.38,1418,0
11.36,Millets,Black,0,1,0.58,862,0
2.16,Maize,Black,1,1,0.54,1087,1
10.61,Cotton,Sandy,0,0,0.69,300,0
10.99,Maize,Loam,0,1,0.47,826,0
12.97,Cotton,Sandy,0,1,0.24,1057,0
11.16,Cotton,Loam,1,0,0.63,716,0
10.14,Sugarcane,Loam,0,1,0.29,1060,0
13.8,Cotton,Loam,0,0,0.88,420,0
14.26,Rice,Sandy,0,0,0.31,701,0
11.44,Cotton,Loam,1,0,0.94,305,0
7.47,Wheat,Black,0,1,0.48,626,0
11.36,Maize,Loam,1,0,0.6,1385,0
3.89,Rice,Black,0,1,0.3,1229,0
13.43,Millets,Clay,0,1,0.81,428,0
9.97,Maize,Loam,0,1,0.83,781,0
14.86,Sugarcane,Black,1,0,0.42,662,0
9.85,Cotton,Loam,1,1,0.89,1064,1
3.3,Sugarcane,Black,0,1,0.74,1219,0
13.15,Rice,Black,0,1,0.59,1280,0
10.02,Maize,Clay,0,0,0.84,1184,0
9.76,Maize,Loam,1,1,0.87,766,1
12.3,Sugarcane,Black,1,1,0.43,1224,0
13.9,Cotton,Sandy,1,1,0.5,681,1
0.55,Millets,Clay,0,1,0.39,1257,0
6.98,Wheat,Clay,0,0,0.63,677,0
11.5,Rice,Sandy,0,1,0.52,643,0
12.38,Rice,Loam,1,0,0.82,641,0
1.05,Cotton,Sandy,1,0,0.81,1419,0
12.54,Rice,Black,0,1,0.21,1453,0
10.53,Millets,Sandy,1,0,0.75,750,0
8.41,Millets,Clay,1,0,0.73,454,0
4.66,Rice,Clay,0,0,0.91,838,0
14.75,Rice,Black,0,1,0.47,352,0
12.85,Sugarcane,Black,1,0,0.44,1023,0
1.84,Millets,Clay,1,0,0.65,877,0
4.62,Rice,Clay,1,1,0.29,379,0
10.49,Cotton,Sandy,0,0,0.31,518,0
9.12,Maize,Sandy,0,1,0.9,451,0
12.51,Millets,Loam,1,1,0.83,963,1
8.5,Wheat,Clay,1,0,0.84,1058,0
5.69,Maize,Loam,0,0,0.22,502,0
2.49,Sugarcane,Sandy,0,1,0.37,320,0
10.23,Rice,Loam,0,1,0.38,634,0
8.72,Sugarcane,Clay,0,1,0.33,454,0
4.65,Millets,Loam,0,0,0.76,467,0
9.96,Cotton,Clay,1,1,0.39,1189,0
11.61,Rice,Sandy,1,1,0.53,1470,1
8.97,Cotton,Sandy,1,0,0.85,519,0
11.17,Maize,Clay,0,0,0.47,1106,0
11.5,Cotton,Clay,0,0,0.36,1049,0
0.63,Wheat,Loam,0,1,0.76,1069,0
8.28,Sugarcane,Loam,0,0,0.2,1269,0
7.67,Rice,Loam,1,0,0.88,554,0
9.44,Millets,Loam,0,0,0.25,607,0
1.12,Rice,Black,1,0,0.58,647,0
14.81,Millets,Sandy,1,1,0.8,1321,1
14.93,Maize,Clay,1,1,0.58,702,1
1.63,Sugarcane,Clay,0,0,0.48,1473,0
4.0,Wheat,Loam,0,0,0.61,928,0
10.0,Cotton,Sandy,1,1,0.29,1290,0
12.04,Sugarcane,Sandy,0,0,0.72,674,0
6.33,Rice,Clay,0,0,0.91,1432,0
14.78,Cotton,Sandy,0,0,0.32,1437,0
12.94,Maize,Black,0,1,0.25,1267,0
0.93,Rice,Loam,0,1,0.72,326,0
9.89,Rice,Clay,1,1,0.35,399,0
7.16,Wheat,Clay,0,1,0.81,580,0
8.92,Rice,Sandy,1,1,0.88,1285,1
11.71,Maize,Sandy,0,1,0.41,1387,0
8.26,Sugarcane,Clay,1,1,0.35,751,0
7.44,Millets,Sandy,1,1,0.94,523,1
13.28,Rice,Clay,0,1,0.73,1152,0
10.83,Maize,Clay,1,0,0.75,1419,0
0.93,Rice,Sandy,1,1,0.93,1193,0
6.17,Millets,Clay,0,1,0.67,814,0
2.1,Rice,Loam,0,0,0.65,721,0
12.15,Cotton,Clay,1,1,0.64,783,1
10.23,Millets,Loam,0,1,0.49,594,0
7.51,Cotton,Loam,0,0,0.89,698,0
4.45,Millets,Clay,1,0,0.45,1442,0
0.85,Rice,Black,0,1,0.65,535,0
11.9,Maize,Clay,0,1,0.55,506,0
5.86,Wheat,Clay,0,1,0.89,1484,0
2.17,Wheat,Clay,1,1,0.31,753,0
2.12,Wheat,Clay,0,0,0.49,1414,0
3.01,Cotton,Black,0,0,0.27,839,0
10.16,Cotton,Clay,0,0,0.42,320,0
13.77,Sugarcane,Sandy,0,1,0.3,853,0
1.5,Rice,Loam,1,1,0.29,943,0
12.61,Sugarcane,Loam,1,0,0.35,685,0
13.29,Millets,Sandy,0,0,0.51,1166,0
12.2,Sugarcane,Sandy,0,1,0.36,1050,0
14.71,Sugarcane,Sandy,1,0,0.48,673,0
2.77,Millets,Sandy,0,1,0.42,1241,0
12.95,Maize,Sandy,1,1,0.78,1141,1
2.42,Sugarcane,Clay,1,1,0.61,385,1
2.54,Sugarcane,Black,0,0,0.93,1072,0
13.62,Sugarcane,Clay,1,0,0.4,1409,0
6.91,Maize,Loam,1,0,0.9,1027,0
3.15,Cotton,Sandy,0,1,0.43,552,0
10.29,Maize,Loam,1,0,0.74,1119,0
2.28,Millets,Black,0,0,0.3,1360,0
3.09,Millets,Black,0,1,0.79,1481,0
6.06,Rice,Loam,0,1,0.56,983,0
13.87,Rice,Loam,0,0,0.38,518,0
12.36,Cotton,Sandy,0,1,0.56,561,0
13.68,Rice,Black,1,0,0.45,665,0
10.25,Cotton,Sandy,1,1,0.6,413,1
9.29,Sugarcane,Black,1,0,0.35,425,0
2.82,Rice,Loam,1,1,0.26,451,0
2.12,Rice,Loam,1,1,0.66,1268,1
4.71,Rice,Clay,0,1,0.26,1032,0
13.52,Maize,Sandy,0,1,0.31,360,0
4.37,Millets,Sandy,1,0,0.61,570,0
3.73,Cotton,Black,0,1,0.66,490,0
8.48,Rice,Black,0,0,0.93,1237,0
10.36,Millets,Black,1,0,0.89,988,0
5.44,Maize,Black,0,1,0.93,903,0
1.85,Cotton,Sandy,0,1,0.24,901,0
7.22,Sugarcane,Black,1,0,0.27,844,0
3.41,Wheat,Sandy,1,1,0.33,962,0
3.9,Wheat,Sandy,0,0,0.64,1421,0
14.06,Sugarcane,Clay,1,0,0.69,1413,0
3.95,Rice,Loam,1,1,0.45,832,0
14.91,Rice,Black,0,0,0.68,729,0
3.21,Wheat,Loam,1,1,0.64,828,1
5.57,Rice,Loam,0,0,0.52,863,0
4.66,Cotton,Black,0,1,0.38,1148,0
14.77,Sugarcane,Clay,1,1,0.41,536,0
14.58,Rice,Clay,0,1,0.73,1349,0
8.01,Rice,Loam,0,0,0.26,1309,0
0.53,Sugarcane,Sandy,1,1,0.57,440,0
14.28,Millets,Black,1,0,0.76,1070,0
13.94,Millets,Clay,0,0,0.95,1353,0
7.4,Sugarcane,Loam,0,0,0.38,1282,0
8.39,Rice,Loam,0,1,0.45,844,0
0.59,Wheat,Black,0,1,0.59,1134,0
8.69,Wheat,Loam,0,0,0.59,1295,0
8.91,Rice,Black,0,1,0.81,942,0
0.67,Sugarcane,Clay,1,1,0.78,895,0
10.1,Wheat,Sandy,1,1,0.54,948,1
6.95,Sugarcane,Black,1,0,0.68,588,0
10.21,Wheat,Black,0,1,0.41,649,0
10.46,Cotton,Sandy,0,1,0.58,868,0
1.28,Wheat,Black,1,1,0.7,582,0
0.81,Rice,Clay,0,1,0.54,1247,0
7.74,Millets,Black,0,1,0.42,441,0
3.65,Sugarcane,Loam,0,1,0.63,792,0
13.74,Maize,Black,0,1,0.91,938,0
7.47,Sugarcane,Loam,0,0,0.32,438,0
3.51,Wheat,Clay,1,1,0.63,818,1
4.76,Sugarcane,Loam,0,1,0.37,1247,0
5.85,Wheat,Sandy,0,1,0.79,1242,0
2.92,Sugarcane,Clay,0,0,0.63,445,0
11.38,Rice,Sandy,1,0,0.73,562,0
11.79,Millets,Loam,1,0,0.8,306,0
11.42,Sugarcane,Black,1,1,0.59,320,1
4.37,Maize,Loam,0,1,0.91,1197,0
10.29,Rice,Clay,1,1,0.56,1272,1
8.75,Millets,Loam,1,0,0.45,903,0
11.67,Maize,Clay,1,1,0.63,1193,1
5.99,Millets,Black,0,1,0.4,459,0
1.01,Millets,Sandy,0,1,0.34,1500,0
6.42,Cotton,Clay,1,0,0.45,549,0
10.1,Maize,Loam,1,1,0.52,317,1
7.72,Cotton,Black,1,0,0.9,830,0
9.12,Maize,Black,1,0,0.85,852,0
8.96,Maize,Loam,1,1,0.52,641,1
14.23,Maize,Clay,1,1,0.89,556,1
12.72,Cotton,Black,1,0,0.77,609,0
8.56,Wheat,Loam,0,0,0.25,698,0
5.35,Rice,Clay,1,1,0.36,331,0
8.11,Millets,Loam,0,0,0.29,525,0
14.87,Rice,Black,1,1,0.61,655,1
9.39,Rice,Black,1,1,0.54,1134,1
4.81,Maize,Clay,1,0,0.72,976,0
4.0,Maize,Clay,1,0,0.92,869,0
3.62,Wheat,Clay,0,1,0.26,1481,0
4.73,Rice,Clay,1,0,0.6,1490,0
8.11,Wheat,Clay,1,1,0.69,1224,1
5.04,Millets,Clay,0,0,0.86,578,0
11.45,Wheat,Black,1,0,0.52,582,0
1.73,Millets,Sandy,0,1,0.52,1080,0
8.93,Millets,Clay,0,1,0.57,485,0
12.16,Sugarcane,Sandy,0,0,0.68,887,0
8.01,Cotton,Loam,1,1,0.86,876,1
9.86,Rice,Black,0,0,0.55,349,0
5.69,Rice,Black,1,1,0.22,745,0
4.75,Millets,Black,0,0,0.66,1036,0
3.92,Cotton,Loam,1,0,0.77,457,0
14.15,Millets,Clay,0,0,0.84,878,0
2.75,Sugarcane,Loam,0,1,0.75,1471,0
12.55,Rice,Black,1,1,0.59,371,1
1.66,Millets,Clay,1,0,0.3,360,0
8.47,Maize,Loam,0,0,0.21,325,0
1.62,Rice,Black,0,1,0.69,637,0
10.77,Rice,Sandy,0,1,0.9,737,0
14.08,Wheat,Black,0,1,0.74,1283,0
13.52,Rice,Loam,1,1,0.41,346,0
9.26,Millets,Sandy,1,0,0.43,1234,0
10.88,Maize,Black,0,1,0.59,1434,0
11.5,Maize,Sandy,1,1,0.81,784,1
9.16,Cotton,Sandy,1,0,0.2,649,0
7.68,Millets,Clay,0,1,0.7,1034,0
2.01,Maize,Loam,1,1,0.27,691,0
8.65,Rice,Black,0,0,0.39,582,0
6.78,Sugarcane,Clay,1,0,0.62,505,0
12.21,Sugarcane,Sandy,0,0,0.46,489,0
8.75,Cotton,Black,1,1,0.9,1468,1
7.7,Rice,Black,0,0,0.61,1057,0
10.78,Sugarcane,Clay,0,1,0.34,815,0
4.89,Millets,Black,1,0,0.3,1063,0
13.45,Rice,Sandy,0,1,0.5,540,0
7.17,Sugarcane,Clay,0,1,0.8,1285,0
4.85,Sugarcane,Loam,1,0,0.79,880,0
12.96,Wheat,Loam,1,1,0.9,737,1
7.18,Rice,Black,0,0,0.53,1148,0
3.03,Wheat,Sandy,1,1,0.43,1023,0
13.75,Maize,Clay,0,1,0.91,1098,0
2.97,Cotton,Loam,1,0,0.24,1409,0
1.55,Wheat,Loam,1,1,0.37,1230,0
6.18,Wheat,Sandy,1,1,0.26,1390,0
8.97,Maize,Loam,1,1,0.66,623,1
10.1,Maize,Loam,0,0,0.28,1101,0
14.55,Sugarcane,Black,0,0,0.84,1370,0
5.34,Rice,Clay,0,0,0.57,1021,0
9.29,Millets,Loam,0,0,0.24,367,0
0.64,Rice,Black,0,1,0.68,915,0
7.33,Cotton,Clay,0,0,0.45,1390,0
4.14,Sugarcane,Clay,0,1,0.52,719,0
11.7,Sugarcane,Clay,0,1,0.29,1498,0
14.37,Maize,Clay,0,0,0.49,1220,0
6.96,Rice,Sandy,0,0,0.24,623,0
13.95,Sugarcane,Sandy,1,0,0.72,1156,0
14.88,Sugarcane,Loam,0,0,0.27,573,0
3.11,Sugarcane,Black,1,1,0.41,480,0
0.88,Millets,Loam,0,1,0.53,856,0
6.84,Millets,Black,0,0,0.61,1457,0
9.27,Millets,Black,1,0,0.75,754,0
14.95,Wheat,Black,1,1,0.28,399,0
5.1,Millets,Black,1,0,0.44,514,0
11.2,Sugarcane,Loam,0,0,0.21,1284,0
7.16,Wheat,Black,0,1,0.67,1221,0
5.56,Maize,Black,0,0,0.54,1355,0
14.67,Maize,Loam,1,0,0.69,905,0
8.53,Sugarcane,Black,1,0,0.91,657,0
10.18,Rice,Loam,0,1,0.73,1034,0
12.29,Sugarcane,Sandy,1,0,0.94,1124,0
10.68,Wheat,Sandy,1,0,0.43,1174,0
2.08,Millets,Sandy,0,0,0.5,1159,0
11.63,Rice,Black,1,0,0.74,1251,0
7.42,Cotton,Black,0,0,0.47,1471,0
4.18,Wheat,Black,1,0,0.21,1248,0
7.82,Wheat,Black,1,0,0.94,602,0
7.01,Maize,Loam,1,1,0.3,1212,0
14.86,Sugarcane,Black,0,0,0.28,805,0
8.03,Maize,Black,0,1,0.7,804,0
4.47,Cotton,Black,0,0,0.79,581,0
3.2,Rice,Loam,1,0,0.78,828,0
2.05,Sugarcane,Sandy,1,0,0.28,424,0
13.08,Cotton,Loam,0,1,0.41,891,0
10.97,Sugarcane,Clay,0,0,0.5,1201,0
6.65,Wheat,Black,0,1,0.26,1133,0
3.08,Wheat,Clay,1,1,0.41,1326,0
4.01,Rice,Black,1,0,0.29,676,0
5.11,Wheat,Clay,0,0,0.87,1463,0
1.29,Rice,Loam,1,1,0.31,794,0
8.7,Cotton,Loam,0,1,0.44,684,0
14.83,Rice,Clay,1,1,0.69,688,1
5.5,Wheat,Clay,0,0,0.38,690,0
13.33,Rice,Loam,1,0,0.86,1193,0
11.84,Wheat,Clay,1,1,0.7,776,1
2.45,Sugarcane,Sandy,0,1,0.35,733,0
13.0,Sugarcane,Black,0,0,0.91,448,0
11.42,Sugarcane,Loam,0,1,0.46,1320,0
1.94,Millets,Black,0,1,0.35,547,0
2.97,Sugarcane,Black,1,1,0.52,735,1
8.62,Cotton,Loam,0,1,0.21,1283,0
3.43,Millets,Clay,0,0,0.36,926,0
14.32,Sugarcane,Loam,0,0,0.85,933,0
3.47,Millets,Black,0,1,0.51,1207,0
9.64,Millets,Clay,1,1,0.91,1302,1
12.76,Rice,Clay,1,0,0.67,1440,0
13.37,Wheat,Black,0,0,0.28,944,0
3.2,Rice,Loam,1,0,0.66,590,0
12.78,Wheat,Black,0,0,0.3,715,0
8.26,Millets,Clay,1,0,0.73,1181,0
8.74,Millets,Black,1,0,0.92,790,0
8.53,Millets,Loam,0,1,0.42,646,0
7.46,Cotton,Sandy,0,1,0.34,1047,0
1.45,Cotton,Black,1,1,0.58,1413,0
4.26,Millets,Loam,0,0,0.76,1305,0
2.22,Rice,Black,1,1,0.87,841,1
8.28,Sugarcane,Black,1,1,0.71,872,1
14.41,Rice,Black,1,1,0.31,1216,0
1.79,Maize,Black,1,1,0.8,1323,0
10.52,Millets,Clay,1,0,0.59,996,0
1.72,Wheat,Loam,1,1,0.57,662,0
9.74,Millets,Loam,0,0,0.23,975,0
1.22,Cotton,Sandy,0,0,0.69,1204,0
7.25,Millets,Clay,0,0,0.38,710,0
6.98,Rice,Black,0,1,0.34,855,0
1.75,Sugarcane,Clay,1,1,0.61,1359,0
6.43,Millets,Black,1,0,0.72,1196,0
4.6,Maize,Black,1,0,0.92,996,0
0.61,Maize,Sandy,1,0,0.73,405,0
13.1,Millets,Sandy,0,0,0.94,670,0
8.46,Maize,Black,0,0,0.45,1477,0
5.8,Wheat,Black,0,1,0.55,556,0
13.79,Cotton,Loam,1,1,0.28,1499,0
12.46,Millets,Loam,1,0,0.37,421,0
12.63,Rice,Clay,1,1,0.37,385,0
5.39,Maize,Clay,1,1,0.88,1156,1
2.07,Sugarcane,Black,0,0,0.9,539,0
4.01,Wheat,Clay,1,0,0.94,691,0
3.0,Rice,Clay,1,1,0.3,1470,0
14.87,Cotton,Sandy,0,0,0.88,360,0
8.08,Rice,Black,1,0,0.66,689,0
5.8,Millets,Sandy,1,1,0.73,420,1
6.42,Sugarcane,Sandy,0,1,0.71,573,0
10.8,Cotton,Loam,0,1,0.63,1355,0
3.17,Millets,Black,0,1,0.23,1001,0
8.04,Wheat,Sandy,0,0,0.4,788,0
3.62,Cotton,Clay,1,1,0.71,704,1
10.8,Rice,Black,0,1,0.36,1181,0
10.68,Millets,Clay,1,0,0.33,800,0
6.54,Wheat,Sandy,1,0,0.77,1241,0
2.05,Sugarcane,Loam,0,1,0.5,1292,0
2.93,Cotton,Black,1,0,0.78,317,0
8.81,Sugarcane,Loam,1,0,0.82,925,0
8.58,Maize,Black,1,0,0.48,1071,0
2.49,Cotton,Clay,1,0,0.49,696,0
6.25,Rice,Black,1,0,0.43,1340,0
0.8,Rice,Clay,1,1,0.87,308,0
12.63,Sugarcane,Black,0,1,0.92,454,0
2.7,Sugarcane,Loam,1,1,0.56,1105,1
5.93,Millets,Loam,1,0,0.54,542,0
14.23,Cotton,Clay,0,1,0.38,663,0
9.68,Rice,Black,0,1,0.65,1358,0
8.4,Cotton,Sandy,0,0,0.41,301,0
10.81,Millets,Loam,0,1,0.69,1099,0
5.37,Millets,Sandy,0,0,0.36,537,0
10.04,Cotton,Black,0,0,0.32,647,0
6.54,Maize,Sandy,0,0,0.88,1333,0
3.38,Cotton,Clay,0,0,0.65,1098,0
0.8,Sugarcane,Loam,1,0,0.8,792,0
3.73,Cotton,Clay,0,1,0.5,725,0
7.07,Cotton,Clay,1,0,0.36,405,0
8.12,Maize,Clay,0,0,0.73,410,0
9.99,Maize,Clay,0,0,0.27,596,0
9.18,Cotton,Sandy,0,0,0.22,1218,0
8.23,Rice,Loam,1,0,0.38,911,0
1.93,Rice,Clay,1,1,0.56,1084,0
6.92,Wheat,Clay,0,0,0.53,1034,0
13.06,Sugarcane,Black,0,0,0.59,939,0
5.06,Millets,Sandy,1,0,0.85,1108,0
3.47,Millets,Black,1,1,0.55,682,1
6.21,Maize,Loam,0,1,0.84,745,0
11.87,Sugarcane,Loam,0,0,0.85,1005,0
4.93,Maize,Sandy,1,0,0.57,507,0
1.25,Rice,Clay,1,1,0.94,1029,0
12.37,Wheat,Sandy,1,1,0.46,1473,0
6.41,Cotton,Sandy,1,0,0.2,1059,0
12.48,Sugarcane,Loam,1,1,0.36,965,0
13.96,Wheat,Clay,1,1,0.37,1007,0
3.32,Sugarcane,Black,1,1,0.24,657,0
7.69,Millets,Black,0,1,0.64,895,0
9.4,Wheat,Loam,1,1,0.25,877,0
7.26,Wheat,Black,0,0,0.33,506,0
2.46,Sugarcane,Clay,1,0,0.59,598,0
14.22,Maize,Black,0,1,0.91,894,0
9.05,Cotton,Black,1,0,0.58,1382,0
13.59,Sugarcane,Loam,0,0,0.76,885,0
7.6,Millets,Clay,0,0,0.64,1345,0
2.55,Maize,Loam,1,0,0.44,1290,0
9.97,Millets,Clay,1,1,0.82,886,1
6.37,Wheat,Loam,1,1,0.75,332,1
5.59,Millets,Black,0,1,0.41,1423,0
5.68,Sugarcane,Black,0,1,0.57,882,0
3.46,Cotton,Black,1,1,0.71,1468,1
10.26,Rice,Black,1,1,0.85,363,1
7.71,Millets,Loam,1,0,0.62,696,0
14.94,Sugarcane,Sandy,0,1,0.52,307,0
5.81,Maize,Clay,0,0,0.82,1439,0
13.67,Wheat,Sandy,0,0,0.7,474,0
3.89,Sugarcane,Clay,0,0,0.6,1374,0
8.01,Millets,Sandy,1,1,0.45,913,0
12.15,Sugarcane,Clay,0,1,0.45,423,0
5.94,Wheat,Black,1,1,0.43,395,0
5.13,Cotton,Sandy,0,1,0.5,1437,0
11.64,Sugarcane,Loam,1,0,0.36,505,0
6.38,Maize,Sandy,0,1,0.75,959,0
12.74,Sugarcane,Loam,1,0,0.87,574,0
1.37,Rice,Sandy,0,0,0.69,459,0
14.76,Sugarcane,Loam,0,1,0.93,1136,0
10.48,Sugarcane,Loam,0,0,0.93,838,0
6.46,Sugarcane,Black,1,1,0.8,1134,1
6.59,Wheat,Loam,1,1,0.93,742,1
0.84,Millets,Clay,1,1,0.33,1036,0
11.53,Rice,Black,0,1,0.2,708,0
7.72,Sugarcane,Sandy,1,0,0.6,995,0
12.55,Maize,Black,1,0,0.67,1224,0
6.53,Wheat,Loam,0,0,0.24,1305,0
0.76,Sugarcane,Loam,1,0,0.3,1146,0
13.49,Cotton,Loam,0,1,0.85,564,0
12.09,Millets,Loam,1,0,0.89,1278,0
10.48,Rice,Sandy,0,1,0.72,635,0
6.6,Wheat,Sandy,0,0,0.55,826,0
14.31,Wheat,Black,0,0,0.77,1007,0
7.35,Millets,Clay,1,1,0.45,346,0
10.0,Rice,Sandy,0,1,0.66,1065,0
3.88,Maize,Clay,0,1,0.24,324,0
2.02,Wheat,Loam,1,0,0.79,339,0
2.79,Maize,Loam,0,0,0.81,307,0
8.5,Rice,Loam,1,0,0.69,1425,0
13.71,Maize,Sandy,1,1,0.93,866,1
6.71,Maize,Sandy,1,0,0.33,528,0
11.48,Rice,Clay,1,1,0.48,1476,0
10.36,Cotton,Loam,1,0,0.21,600,0
5.16,Wheat,Clay,0,0,0.46,440,0
5.09,Millets,Sandy,0,1,0.88,685,0
9.59,Rice,Sandy,0,1,0.72,1103,0
2.19,Wheat,Loam,1,0,0.73,942,0
3.79,Millets,Sandy,0,1,0.65,521,0
13.89,Millets,Sandy,1,0,0.53,786,0
13.96,Sugarcane,Clay,1,0,0.66,710,0
12.72,Wheat,Clay,0,0,0.83,333,0
12.6,Millets,Sandy,1,1,0.72,357,1
13.9,Millets,Clay,1,1,0.77,1489,1
2.74,Cotton,Loam,0,1,0.75,1331,0
10.33,Millets,Black,0,1,0.87,1433,0
8.83,Millets,Clay,1,0,0.34,548,0
4.58,Rice,Sandy,0,0,0.21,403,0
5.18,Millets,Black,1,1,0.39,1029,0
12.69,Maize,Clay,1,1,0.39,1232,0
12.66,Wheat,Loam,0,0,0.34,1053,0
12.91,Rice,Sandy,1,0,0.79,708,0
9.54,Rice,Clay,1,0,0.85,875,0
2.98,Sugarcane,Clay,0,1,0.6,832,0
8.06,Cotton,Black,1,1,0.85,1233,1
6.8,Maize,Loam,0,0,0.5,1464,0
3.84,Maize,Sandy,1,1,0.74,1081,1
6.86,Millets,Clay,0,1,0.56,1318,0
7.42,Millets,Black,1,1,0.23,382,0
6.4,Rice,Black,0,1,0.75,1195,0
6.42,Maize,Sandy,1,0,0.36,943,0
6.73,Rice,Sandy,1,1,0.43,1127,0
4.25,Sugarcane,Sandy,1,0,0.52,1317,0
1.64,Sugarcane,Clay,1,1,0.88,1152,0
12.61,Cotton,Sandy,1,0,0.57,1176,0
12.76,Rice,Black,1,1,0.31,1080,0
6.19,Rice,Sandy,1,0,0.73,844,0
6.28,Rice,Loam,0,0,0.57,595,0
14.13,Maize,Clay,0,0,0.78,1185,0
10.53,Sugarcane,Sandy,1,1,0.66,761,1
9.44,Maize,Clay,1,1,0.59,782,1
9.03,Maize,Sandy,0,0,0.61,1193,0
3.75,Millets,Black,1,1,0.28,448,0
2.21,Maize,Loam,1,1,0.23,1177,0
6.28,Wheat,Sandy,1,1,0.57,607,1
3.82,Maize,Sandy,1,0,0.92,644,0
8.87,Wheat,Sandy,1,1,0.57,1373,1
2.12,Cotton,Sandy,1,1,0.2,633,0
7.23,Sugarcane,Loam,1,1,0.63,769,1
7.34,Millets,Loam,1,1,0.37,1008,0
8.24,Millets,Black,1,0,0.54,776,0
10.33,Rice,Sandy,0,1,0.74,553,0
14.98,Maize,Clay,0,0,0.61,1183,0
12.6,Maize,Clay,0,0,0.42,868,0
6.72,Rice,Sandy,1,1,0.59,559,1
13.02,Rice,Sandy,1,0,0.6,685,0
8.28,Cotton,Loam,0,0,0.36,432,0
1.68,Wheat,Loam,0,0,0.44,504,0
13.7,Cotton,Loam,0,0,0.41,694,0
0.87,Cotton,Clay,0,1,0.29,774,0
14.9,Rice,Black,1,1,0.93,1078,1
12.53,Sugarcane,Sandy,1,1,0.87,1114,1
7.8,Cotton,Sandy,1,0,0.4,1150,0
4.3,Wheat,Sandy,0,1,0.29,934,0
4.48,Cotton,Black,0,1,0.28,1422,0
13.72,Wheat,Sandy,1,0,0.74,1455,0
14.26,Millets,Sandy,0,1,0.72,605,0
7.61,Rice,Loam,1,0,0.7,1308,0
12.6,Rice,Loam,0,1,0.58,701,0
13.19,Sugarcane,Loam,0,0,0.62,1104,0
10.47,Cotton,Clay,0,0,0.8,1486,0
3.18,Rice,Loam,1,1,0.37,1462,0
14.84,Millets,Sandy,0,1,0.55,375,0
3.42,Millets,Black,0,1,0.21,963,0
8.22,Cotton,Black,0,1,0.6,881,0
7.18,Maize,Black,0,1,0.76,1011,0
12.32,Rice,Black,1,0,0.53,365,0
2.0,Millets,Sandy,1,0,0.3,551,0
4.42,Maize,Clay,0,1,0.39,1240,0
13.9,Rice,Black,1,0,0.66,392,0
