Area,Crop,Soil,NDVI,Rainfall,Carbon
13.03,Rice,Clay,0.91,1146,10.87
4.68,Wheat,Loam,0.45,507,0.9
14.88,Millets,Loam,0.57,765,3.89
9.45,Rice,Loam,0.78,682,4.83
5.97,Sugarcane,Clay,0.56,422,2.12
8.72,Sugarcane,Black,0.66,382,3.63
2.57,Cotton,Loam,0.39,1117,0.81
9.46,Wheat,Sandy,0.5,692,1.83
13.04,Maize,Loam,0.83,1494,17.46
9.57,Wheat,Sandy,0.73,545,2.13
5.45,Cotton,Black,0.82,1210,3.57
9.03,Cotton,Loam,0.79,340,1.75
5.69,Sugarcane,Black,0.34,817,2.61
3.81,Maize,Loam,0.7,1095,3.15
5.23,Maize,Black,0.88,1059,4.83
10.19,Sugarcane,Clay,0.78,679,8.1
10.39,Wheat,Sandy,0.39,1492,3.39
6.16,Wheat,Loam,0.62,784,2.52
7.37,Cotton,Loam,0.67,1260,4.48
3.69,Sugarcane,Black,0.94,1271,7.27
2.46,Rice,Sandy,0.75,514,0.61
9.95,Maize,Sandy,0.4,805,2.31
5.91,Rice,Loam,0.37,1288,2.7
6.44,Sugarcane,Black,0.46,415,2.03
3.54,Wheat,Loam,0.85,1285,3.25
8.78,Maize,Black,0.48,1492,6.23
6.17,Wheat,Loam,0.45,640,1.49
13.7,Cotton,Clay,0.5,1214,4.99
7.53,Sugarcane,Sandy,0.58,795,4.17
2.42,Cotton,Loam,0.54,1463,1.38
5.16,Wheat,Sandy,0.69,548,1.09
10.58,Maize,Clay,0.79,576,4.33
9.21,Sugarcane,Loam,0.37,511,3.13
9.37,Wheat,Black,0.68,1350,6.62
5.91,Sugarcane,Black,0.65,1137,7.21
4.05,Maize,Sandy,0.72,1085,2.28
8.99,Maize,Clay,0.33,1257,3.36
13.26,Sugarcane,Sandy,0.6,679,6.48
7.93,Maize,Clay,0.76,875,4.75
4.26,Maize,Sandy,0.4,1193,1.46
9.13,Cotton,Clay,0.65,1018,3.62
3.17,Cotton,Loam,0.49,1239,1.39
13.34,Millets,Clay,0.95,659,4.18
3.18,Wheat,Black,0.32,891,0.7
9.23,Cotton,Loam,0.88,848,4.96
4.31,Millets,Loam,0.32,435,0.36
4.98,Rice,Loam,0.61,1440,4.2
2.33,Rice,Clay,0.88,841,1.38
7.54,Rice,Sandy,0.83,1391,5.57
10.7,Millets,Clay,0.55,800,2.35
13.98,Millets,Loam,0.77,1203,7.77
13.34,Wheat,Sandy,0.33,503,1.24
1.19,Maize,Clay,0.47,894,0.45
9.68,Maize,Black,0.72,1085,7.49
2.33,Rice,Loam,0.46,1466,1.51
9.02,Rice,Sandy,0.45,410,1.07
11.32,Cotton,Sandy,0.55,1461,4.37
4.67,Cotton,Sandy,0.46,1415,1.46
2.41,Wheat,Sandy,0.72,625,0.61
5.17,Cotton,Clay,0.86,1491,3.98
1.98,Maize,Loam,0.42,741,0.67
6.37,Sugarcane,Clay,0.44,594,2.5
1.67,Maize,Sandy,0.59,1291,0.92
8.0,Millets,Sandy,0.49,567,0.89
7.0,Sugarcane,Sandy,0.84,829,5.85
5.5,Cotton,Black,0.55,1323,2.64
10.53,Cotton,Sandy,0.36,920,1.67
11.7,Maize,Black,0.57,972,6.42
3.3,Wheat,Loam,0.51,1075,1.52
10.24,Rice,Sandy,0.42,1346,3.7
7.31,Sugarcane,Black,0.58,1228,8.59
10.18,Rice,Clay,0.86,341,2.39
7.56,Wheat,Clay,0.73,454,1.75
11.98,Sugarcane,Loam,0.58,788,9.86
2.5,Maize,Black,0.5,653,0.81
6.62,Millets,Clay,0.82,1431,3.88
12.26,Millets,Black,0.31,1477,3.09
14.26,Sugarcane,Clay,0.42,1079,9.69
6.07,Cotton,Sandy,0.66,460,0.88
3.39,Rice,Loam,0.53,1133,1.95
12.84,Wheat,Sandy,0.47,902,3.05
8.8,Millets,Clay,0.36,1079,1.71
8.61,Cotton,Black,0.51,1075,3.12
10.93,Rice,Black,0.39,1452,5.45
5.55,Rice,Black,0.44,985,2.12
6.07,Cotton,Loam,0.94,853,3.5
3.04,Maize,Black,0.57,1243,2.13
3.01,Rice,Sandy,0.8,864,1.33
13.4,Sugarcane,Clay,0.65,1423,18.59
6.6,Rice,Loam,0.65,873,3.6
8.33,Wheat,Clay,0.75,1328,5.81
12.15,Sugarcane,Sandy,0.42,816,5.0
11.95,Wheat,Loam,0.31,1023,3.18
14.2,Cotton,Loam,0.57,1195,6.96
9.22,Cotton,Black,0.48,326,0.95
7.06,Sugarcane,Loam,0.8,529,5.38
10.36,Maize,Sandy,0.38,764,2.17
4.49,Cotton,Clay,0.57,362,0.56
3.68,Millets,Sandy,0.35,978,0.5
1.76,Rice,Clay,0.38,761,0.41
1.56,Sugarcane,Black,0.41,1208,1.27
3.09,Maize,Sandy,0.31,436,0.3
10.2,Sugarcane,Loam,0.89,933,15.25
1.48,Millets,Black,0.47,857,0.33
6.3,Maize,Black,0.94,962,5.64
3.45,Sugarcane,Clay,0.51,850,2.24
8.74,Millets,Sandy,0.78,989,2.7
14.95,Maize,Black,0.75,1256,13.94
14.8,Sugarcane,Clay,0.52,1311,15.13
7.73,Millets,Clay,0.53,539,1.1
5.6,Cotton,Clay,0.49,1071,1.76
1.76,Sugarcane,Loam,0.82,504,1.31
8.57,Millets,Clay,0.85,907,3.3
13.4,Wheat,Loam,0.49,815,4.5
14.41,Maize,Sandy,0.46,1115,5.32
4.58,Maize,Loam,0.56,741,2.05
14.65,Maize,Loam,0.56,400,3.54
5.53,Wheat,Sandy,0.52,328,0.53
7.66,Wheat,Black,0.41,1123,2.72
13.7,Sugarcane,Sandy,0.57,1113,10.43
11.18,Wheat,Clay,0.37,1486,4.3
12.92,Maize,Sandy,0.57,1129,5.99
13.24,Millets,Black,0.78,1305,7.41
9.14,Wheat,Sandy,0.92,649,3.06
6.36,Cotton,Sandy,0.48,455,0.67
4.68,Wheat,Black,0.66,724,1.72
5.25,Sugarcane,Loam,0.32,1044,3.16
10.35,Maize,Clay,0.81,425,3.21
5.62,Sugarcane,Clay,0.61,1389,7.14
2.01,Sugarcane,Loam,0.95,1342,4.61
8.29,Sugarcane,Black,0.8,1414,15.47
4.78,Rice,Black,0.37,1483,2.31
3.45,Maize,Clay,0.33,413,0.42
9.51,Maize,Sandy,0.42,693,1.99
8.74,Cotton,Loam,0.37,1042,2.43
10.19,Sugarcane,Loam,0.71,315,4.1
6.06,Maize,Clay,0.38,1287,2.67
12.6,Millets,Loam,0.34,1337,3.44
3.64,Cotton,Black,0.69,964,1.6
12.19,Cotton,Black,0.93,898,6.72
5.09,Rice,Clay,0.52,941,1.99
12.44,Rice,Sandy,0.93,945,7.0
14.32,Rice,Clay,0.33,429,1.62
7.54,Cotton,Clay,0.48,629,1.37
3.34,Rice,Loam,0.87,310,0.86
4.54,Rice,Clay,0.36,502,0.66
1.97,Cotton,Clay,0.64,306,0.23
5.06,Rice,Sandy,0.86,668,1.86
11.59,Millets,Loam,0.64,738,3.28
12.77,Sugarcane,Clay,0.4,505,3.87
2.72,Millets,Sandy,0.53,637,0.37
8.19,Wheat,Clay,0.35,467,0.94
8.89,Millets,Loam,0.74,575,2.27
7.99,Cotton,Sandy,0.54,1390,2.88
11.82,Rice,Black,0.92,911,8.72
2.44,Maize,Clay,0.94,1337,2.76
4.94,Wheat,Black,0.4,792,1.21
3.57,Sugarcane,Black,0.42,1342,3.32
3.13,Wheat,Black,0.63,750,1.14
14.55,Rice,Clay,0.58,872,5.89
4.24,Cotton,Sandy,0.69,619,0.87
11.72,Wheat,Clay,0.59,393,1.9
9.61,Maize,Sandy,0.65,1304,5.86
10.76,Maize,Sandy,0.8,1062,6.58
9.72,Millets,Loam,0.35,1134,2.31
5.25,Wheat,Clay,0.54,718,1.42
1.56,Cotton,Black,0.92,1403,1.33
12.93,Maize,Loam,0.44,1047,6.43
5.21,Millets,Sandy,0.49,629,0.64
8.42,Maize,Sandy,0.55,1315,4.38
12.64,Wheat,Clay,0.38,1146,3.85
5.27,Maize,Loam,0.61,1280,4.44
13.18,Cotton,Clay,0.59,1205,5.62
12.04,Millets,Loam,0.33,428,1.02
1.23,Millets,Sandy,0.74,437,0.16
13.21,Cotton,Sandy,0.35,783,1.74
4.05,Wheat,Sandy,0.32,647,0.47
4.62,Millets,Clay,0.51,1019,1.2
2.68,Maize,Black,0.48,1150,1.46
14.51,Cotton,Black,0.82,713,5.6
11.03,Maize,Clay,0.37,1299,4.77
5.44,Maize,Sandy,0.31,382,0.46
7.04,Maize,Sandy,0.57,1106,3.2
5.37,Millets,Clay,0.53,571,0.81
9.31,Cotton,Clay,0.43,490,1.18
4.02,Millets,Sandy,0.58,949,0.89
5.56,Millets,Clay,0.5,530,0.74
6.56,Cotton,Black,0.65,399,1.12
11.11,Cotton,Sandy,0.65,1103,3.82
8.2,Cotton,Sandy,0.44,400,0.69
8.96,Millets,Loam,0.73,303,1.19
7.57,Sugarcane,Black,0.37,905,4.18
3.81,Millets,Loam,0.35,1095,0.88
6.84,Rice,Clay,0.57,460,1.43
5.98,Wheat,Black,0.32,727,1.07
12.03,Millets,Sandy,0.54,538,1.4
12.25,Wheat,Black,0.45,1492,6.33
7.71,Millets,Loam,0.53,388,0.95
12.83,Rice,Clay,0.63,531,3.43
10.29,Cotton,Clay,0.56,764,2.64
2.69,Wheat,Loam,0.32,648,0.47
10.77,Sugarcane,Clay,0.91,1151,16.92
6.82,Millets,Sandy,0.57,1263,1.96
11.16,Maize,Clay,0.94,878,8.29
3.65,Wheat,Clay,0.55,701,0.99
8.09,Sugarcane,Clay,0.65,462,3.64
12.01,Sugarcane,Black,0.42,1313,10.93
8.75,Maize,Sandy,0.53,644,2.15
8.64,Millets,Loam,0.42,690,1.5
7.85,Millets,Sandy,0.47,400,0.59
11.07,Maize,Black,0.87,1266,12.07
4.34,Wheat,Clay,0.43,1249,1.63
10.78,Rice,Clay,0.47,845,3.43
13.02,Rice,Sandy,0.91,1170,8.87
13.92,Cotton,Black,0.54,716,3.55
12.34,Millets,Sandy,0.87,1219,5.23
4.2,Sugarcane,Loam,0.77,1105,6.43
14.02,Sugarcane,Loam,0.76,1115,21.38
11.01,Wheat,Loam,0.72,1360,9.06
14.6,Cotton,Clay,0.48,1498,6.3
7.95,Wheat,Black,0.78,977,4.66
3.36,Maize,Clay,0.56,572,0.97
7.18,Wheat,Sandy,0.88,583,2.06
9.26,Maize,Loam,0.74,1050,7.77
3.14,Millets,Black,0.32,1352,0.75
2.13,Millets,Clay,0.92,1380,1.35
1.41,Cotton,Black,0.6,1402,0.78
6.04,Maize,Loam,0.77,735,3.69
1.98,Maize,Sandy,0.89,388,0.49
13.98,Millets,Clay,0.55,746,2.87
8.74,Wheat,Black,0.77,1102,5.71
11.86,Cotton,Black,0.37,1360,3.94
4.38,Sugarcane,Loam,0.9,641,4.55
3.34,Maize,Loam,0.75,1408,3.81
9.72,Rice,Loam,0.68,1449,9.19
8.73,Cotton,Sandy,0.59,1195,2.95
10.44,Rice,Sandy,0.31,350,0.72
12.74,Wheat,Loam,0.39,1391,5.81
7.92,Sugarcane,Sandy,0.46,762,3.33
13.24,Millets,Loam,0.9,648,4.63
10.82,Millets,Black,0.94,543,3.04
2.11,Wheat,Clay,0.66,551,0.54
13.79,Cotton,Loam,0.87,999,8.63
12.22,Sugarcane,Clay,0.87,1044,16.65
3.21,Sugarcane,Clay,0.45,1442,3.12
7.33,Millets,Black,0.65,1323,3.47
11.87,Maize,Sandy,0.92,1377,10.83
6.63,Sugarcane,Black,0.8,1308,11.45
5.38,Rice,Sandy,0.88,949,2.88
8.83,Rice,Clay,0.57,763,3.07
14.99,Millets,Sandy,0.81,1016,4.93
6.12,Cotton,Loam,0.4,387,0.68
3.57,Rice,Loam,0.85,681,1.98
13.45,Maize,Loam,0.61,722,6.4
2.42,Millets,Sandy,0.5,1499,0.73
14.71,Cotton,Black,0.35,1228,4.17
7.9,Millets,Black,0.65,631,1.78
12.03,Wheat,Clay,0.86,724,5.24
13.86,Rice,Sandy,0.5,1308,5.8
14.2,Cotton,Clay,0.34,1486,4.3
10.98,Millets,Clay,0.49,479,1.29
3.47,Sugarcane,Black,0.79,893,4.04
13.16,Maize,Loam,0.86,594,7.26
8.74,Cotton,Clay,0.89,650,3.03
1.63,Rice,Loam,0.58,618,0.56
1.04,Sugarcane,Black,0.58,1189,1.18
14.71,Sugarcane,Sandy,0.31,595,3.26
8.11,Cotton,Sandy,0.43,999,1.67
9.2,Millets,Clay,0.4,946,1.74
1.98,Rice,Clay,0.52,1462,1.2
2.43,Wheat,Black,0.33,641,0.4
3.38,Cotton,Sandy,0.84,1315,1.79
14.25,Cotton,Black,0.51,650,3.12
1.27,Cotton,Clay,0.65,1260,0.62
8.61,Rice,Black,0.34,385,0.99
4.64,Maize,Loam,0.91,1049,4.78
11.49,Rice,Clay,0.55,547,2.77
7.55,Sugarcane,Black,0.61,616,4.68
9.07,Millets,Loam,0.49,538,1.43
7.33,Cotton,Sandy,0.48,1025,1.73
8.45,Maize,Loam,0.6,1398,7.65
8.73,Wheat,Black,0.44,901,2.66
10.59,Sugarcane,Clay,0.62,1460,14.38
5.68,Wheat,Sandy,0.76,924,2.23
11.49,Sugarcane,Loam,0.71,1428,20.97
7.34,Maize,Loam,0.44,478,1.67
14.09,Cotton,Loam,0.56,1393,7.91
8.48,Maize,Loam,0.85,976,7.6
12.07,Maize,Loam,0.83,443,4.79
4.6,Rice,Clay,0.81,655,1.95
6.15,Maize,Sandy,0.64,1229,3.48
12.66,Millets,Clay,0.64,616,2.5
9.69,Millets,Loam,0.71,355,1.47
6.82,Sugarcane,Black,0.45,1443,7.31
6.07,Sugarcane,Sandy,0.95,1194,8.26
13.35,Millets,Sandy,0.85,1244,5.65
4.02,Sugarcane,Clay,0.85,1415,7.25
4.55,Sugarcane,Black,0.88,364,2.4
3.23,Wheat,Loam,0.54,676,0.99
8.81,Rice,Loam,0.41,508,1.76
1.88,Millets,Clay,0.47,501,0.22
11.9,Maize,Clay,0.88,964,9.09
9.78,Millets,Loam,0.67,343,1.35
9.45,Rice,Black,0.82,569,3.88
13.32,Cotton,Loam,0.57,513,2.8
4.64,Millets,Black,0.66,382,0.64
3.77,Rice,Black,0.39,1397,1.81
6.36,Maize,Black,0.93,1329,7.78
9.38,Maize,Black,0.34,334,1.05
1.09,Wheat,Sandy,0.48,391,0.11
13.1,Millets,Loam,0.57,815,3.65
1.7,Rice,Sandy,0.87,1125,1.06
11.54,Maize,Sandy,0.75,1292,8.05
8.12,Rice,Black,0.93,1462,9.72
9.06,Maize,Black,0.43,833,3.21
3.78,Rice,Black,0.93,1002,3.1
2.78,Rice,Clay,0.73,1408,2.29
2.35,Wheat,Clay,0.54,1302,1.16
13.31,Wheat,Loam,0.7,603,4.72
11.03,Maize,Loam,0.71,782,6.61
6.42,Millets,Black,0.78,522,1.44
8.06,Maize,Clay,0.53,1247,4.79
12.45,Maize,Sandy,0.73,1480,9.68
12.6,Rice,Loam,0.71,1030,8.85
3.76,Sugarcane,Black,0.81,368,1.85
12.4,Cotton,Clay,0.65,1024,4.95
10.42,Cotton,Sandy,0.38,1080,2.05
7.02,Sugarcane,Sandy,0.83,1477,10.33
14.48,Maize,Black,0.93,870,11.6
6.3,Wheat,Clay,0.8,1486,5.24
12.01,Millets,Black,0.31,1348,2.76
13.67,Rice,Sandy,0.8,632,4.42
5.15,Sugarcane,Sandy,0.81,591,2.96
2.1,Rice,Loam,0.85,1447,2.48
8.76,Sugarcane,Clay,0.52,1252,8.55
7.71,Wheat,Clay,0.75,1305,5.28
1.29,Sugarcane,Black,0.65,1229,1.7
10.73,Cotton,Black,0.31,340,0.75
6.08,Rice,Clay,0.49,1359,3.24
7.22,Millets,Clay,0.35,795,1.0
11.89,Wheat,Sandy,0.4,1167,3.11
11.1,Sugarcane,Loam,0.81,395,6.39
4.96,Maize,Loam,0.54,1300,3.76
13.92,Rice,Clay,0.63,622,4.36
4.88,Cotton,Clay,0.94,461,1.27
6.84,Maize,Loam,0.71,365,1.91
4.47,Cotton,Black,0.59,989,1.72
10.41,Rice,Loam,0.84,347,2.91
11.02,Cotton,Clay,0.39,970,2.5
1.59,Cotton,Black,0.58,900,0.55
8.36,Millets,Loam,0.93,600,2.8
4.36,Wheat,Sandy,0.81,502,0.99
1.53,Cotton,Black,0.95,1190,1.14
7.13,Sugarcane,Clay,0.49,670,3.51
12.35,Millets,Sandy,0.32,1357,2.15
9.65,Cotton,Black,0.41,766,2.0
11.38,Sugarcane,Loam,0.92,996,18.77
3.39,Sugarcane,Black,0.32,309,0.55
6.29,Millets,Loam,0.47,843,1.5
13.56,Millets,Sandy,0.41,1029,2.29
12.94,Wheat,Sandy,0.45,419,1.37
10.4,Wheat,Loam,0.63,1094,6.02
11.64,Rice,Sandy,0.67,1496,7.47
11.78,Rice,Sandy,0.72,1308,7.1
13.88,Millets,Clay,0.45,1070,3.34
6.79,Wheat,Loam,0.62,1146,4.05
14.25,Maize,Loam,0.94,420,6.08
7.14,Cotton,Loam,0.66,1421,4.82
1.14,Sugarcane,Black,0.44,785,0.65
6.13,Cotton,Sandy,0.57,565,0.95
4.73,Rice,Black,0.34,674,0.95
4.82,Cotton,Black,0.41,366,0.48
6.04,Sugarcane,Loam,0.66,865,6.21
8.48,Cotton,Sandy,0.4,352,0.57
1.48,Maize,Clay,0.68,998,0.9
5.28,Wheat,Clay,0.5,1284,2.37
12.03,Cotton,Loam,0.79,1222,8.36
10.76,Wheat,Clay,0.82,1330,8.21
14.64,Millets,Black,0.47,947,3.58
9.85,Maize,Black,0.75,1202,8.79
3.75,Wheat,Clay,0.57,1280,1.92
10.73,Millets,Sandy,0.56,996,2.39
3.98,Rice,Sandy,0.82,664,1.39
9.47,Wheat,Sandy,0.92,657,3.21
10.94,Rice,Sandy,0.48,448,1.51
5.75,Millets,Clay,0.34,1453,1.42
8.36,Rice,Loam,0.44,638,2.25
8.42,Rice,Black,0.37,532,1.46
11.61,Wheat,Loam,0.45,380,1.67
6.96,Cotton,Loam,0.6,442,1.33
11.27,Millets,Loam,0.84,686,3.9
10.09,Millets,Clay,0.81,1400,5.72
5.41,Maize,Black,0.5,1085,2.91
8.22,Cotton,Sandy,0.61,1000,2.41
10.8,Rice,Black,0.54,741,3.8
5.95,Sugarcane,Black,0.69,1182,8.01
4.9,Sugarcane,Loam,0.77,1475,10.02
10.68,Rice,Clay,0.41,983,3.44
14.13,Millets,Clay,0.32,1183,2.67
6.72,Rice,Clay,0.88,896,4.24
9.25,Sugarcane,Sandy,0.63,1250,8.74
1.01,Rice,Black,0.63,372,0.21
3.12,Cotton,Sandy,0.49,726,0.53
13.01,Rice,Black,0.52,1298,7.73
4.24,Cotton,Sandy,0.61,356,0.44
8.48,Cotton,Clay,0.77,1022,4.0
5.93,Sugarcane,Clay,0.71,1056,6.67
10.1,Millets,Black,0.76,776,3.28
5.38,Maize,Sandy,0.52,793,1.6
5.42,Sugarcane,Clay,0.33,1140,3.06
6.47,Millets,Clay,0.82,706,1.87
8.07,Rice,Loam,0.34,709,1.87
7.59,Sugarcane,Sandy,0.78,1196,8.5
12.27,Wheat,Sandy,0.41,514,1.45
12.43,Cotton,Sandy,0.77,1166,5.36
7.45,Cotton,Sandy,0.5,1407,2.52
7.75,Cotton,Clay,0.72,1074,3.6
11.46,Wheat,Black,0.61,428,2.3
8.61,Rice,Loam,0.71,510,2.99
1.84,Maize,Sandy,0.43,908,0.52
8.16,Sugarcane,Clay,0.62,1238,9.39
9.3,Maize,Clay,0.41,533,1.83
9.0,Rice,Black,0.71,1433,8.06
2.91,Cotton,Clay,0.56,1027,1.0
12.39,Wheat,Loam,0.56,1416,8.25
4.36,Maize,Sandy,0.74,1209,2.81
9.48,Rice,Sandy,0.71,490,2.11
5.39,Cotton,Clay,0.35,1203,1.36
13.7,Millets,Loam,0.73,925,5.55
7.43,Sugarcane,Loam,0.45,1091,6.57
10.06,Millets,Loam,0.83,324,1.62
14.52,Wheat,Loam,0.86,633,6.64
10.67,Rice,Loam,0.54,1146,6.34
4.14,Rice,Clay,0.7,340,0.79
10.99,Wheat,Black,0.78,543,3.58
2.88,Maize,Loam,0.59,1057,1.94
10.07,Millets,Clay,0.82,446,1.84
10.89,Maize,Clay,0.75,892,6.56
1.04,Cotton,Black,0.51,714,0.25
10.83,Rice,Loam,0.91,1438,13.61
12.33,Sugarcane,Loam,0.53,997,11.73
10.27,Millets,Clay,0.62,1377,4.38
2.28,Wheat,Clay,0.37,1228,0.73
1.67,Cotton,Clay,0.7,1107,0.78
8.01,Cotton,Loam,0.57,556,1.83
7.93,Millets,Loam,0.62,1215,3.58
2.83,Maize,Loam,0.62,350,0.66
12.03,Maize,Sandy,0.75,1490,9.68
5.13,Sugarcane,Black,0.75,1186,7.53
10.72,Millets,Sandy,0.65,969,2.7
5.48,Rice,Loam,0.36,462,0.87
2.62,Wheat,Sandy,0.45,1157,0.76
5.18,Maize,Clay,0.88,916,3.76
11.87,Wheat,Clay,0.53,1197,5.27
4.49,Sugarcane,Loam,0.94,906,6.88
8.56,Rice,Loam,0.66,1416,7.68
14.84,Rice,Black,0.55,1441,10.35
1.81,Millets,Sandy,0.77,869,0.48
12.64,Rice,Loam,0.48,1230,7.16
7.05,Rice,Sandy,0.84,1131,4.29
6.14,Cotton,Black,0.66,976,2.61
10.57,Wheat,Clay,0.92,1369,9.32
11.76,Sugarcane,Black,0.69,1239,16.59
8.44,Millets,Sandy,0.75,906,2.29
4.1,Maize,Black,0.4,1093,1.77
12.91,Wheat,Sandy,0.33,1428,3.41
2.85,Wheat,Sandy,0.9,398,0.57
12.1,Wheat,Clay,0.75,1199,7.62
9.47,Millets,Loam,0.46,1461,3.82
12.53,Cotton,Black,0.79,1053,6.88
2.5,Cotton,Sandy,0.67,449,0.36
2.55,Rice,Sandy,0.94,1385,2.12
7.14,Rice,Black,0.6,1156,4.36
6.36,Millets,Clay,0.65,379,0.78
1.22,Millets,Sandy,0.37,645,0.12
9.35,Wheat,Sandy,0.33,659,1.14
14.31,Millets,Black,0.72,952,5.39
8.25,Cotton,Loam,0.46,1335,3.65
1.62,Wheat,Clay,0.86,1300,1.27
5.17,Cotton,Sandy,0.57,1386,1.96
1.5,Wheat,Black,0.67,825,0.64
12.76,Cotton,Sandy,0.53,526,1.71
4.38,Rice,Sandy,0.68,736,1.4
3.96,Maize,Black,0.4,970,1.52
5.25,Cotton,Sandy,0.84,1259,2.67
11.86,Millets,Sandy,0.46,585,1.28
5.31,Maize,Loam,0.48,1408,3.88
3.4,Wheat,Black,0.83,972,2.11
7.07,Sugarcane,Black,0.33,1308,5.04
2.63,Wheat,Loam,0.49,1260,1.36
1.45,Sugarcane,Sandy,0.42,1297,0.95
5.4,Sugarcane,Sandy,0.79,869,4.45
14.88,Millets,Black,0.32,739,1.94
10.24,Maize,Loam,0.43,705,3.35
3.94,Maize,Loam,0.59,702,1.76
5.77,Maize,Black,0.79,392,1.77
14.6,Rice,Black,0.73,1453,13.63
13.59,Millets,Clay,0.7,916,4.36
13.76,Millets,Loam,0.4,937,3.09
2.92,Cotton,Clay,0.34,652,0.39
14.77,Millets,Black,0.71,1029,5.93
3.37,Rice,Sandy,0.84,847,1.53
6.54,Cotton,Black,0.33,1435,2.04
11.69,Rice,Sandy,0.56,1390,5.82
6.86,Sugarcane,Clay,0.87,512,4.58
2.82,Millets,Loam,0.33,1413,0.79
3.03,Rice,Sandy,0.7,316,0.43
1.03,Maize,Black,0.68,739,0.51
14.79,Maize,Clay,0.42,1123,6.28
1.76,Wheat,Loam,0.38,666,0.37
7.45,Millets,Loam,0.82,579,2.12
7.0,Wheat,Sandy,0.61,1461,3.49
12.97,Rice,Loam,0.91,529,5.99
13.11,Wheat,Loam,0.86,1425,13.5
5.37,Millets,Clay,0.46,520,0.64
3.08,Millets,Loam,0.38,1163,0.82
9.03,Rice,Black,0.79,970,6.09
5.62,Rice,Clay,0.71,1296,4.14
12.53,Wheat,Loam,0.73,1389,10.67
1.91,Cotton,Sandy,0.33,1056,0.32
12.69,Rice,Sandy,0.89,517,3.74
2.94,Maize,Clay,0.85,1392,3.13
3.94,Wheat,Clay,0.59,1442,2.35
12.97,Sugarcane,Black,0.63,1190,16.04
4.64,Sugarcane,Sandy,0.61,406,1.38
6.95,Millets,Clay,0.59,1179,2.42
6.52,Cotton,Sandy,0.93,575,1.67
12.21,Millets,Loam,0.41,1450,4.36
3.05,Wheat,Sandy,0.87,545,0.81
3.81,Millets,Sandy,0.5,1019,0.78
4.0,Sugarcane,Black,0.37,920,2.25
13.76,Rice,Black,0.68,507,4.17
6.61,Wheat,Loam,0.34,491,0.93
2.33,Maize,Clay,0.31,1463,0.95
4.99,Wheat,Loam,0.66,753,2.08
6.4,Wheat,Loam,0.33,342,0.61
11.44,Cotton,Loam,0.71,378,2.21
14.46,Maize,Sandy,0.45,935,4.38
13.23,Maize,Clay,0.74,1397,12.31
2.05,Wheat,Black,0.6,1083,1.03
9.52,Cotton,Sandy,0.48,980,2.15
1.89,Millets,Clay,0.87,1058,0.87
11.78,Millets,Sandy,0.53,418,1.04
14.67,Wheat,Loam,0.89,314,3.44
11.83,Wheat,Black,0.64,1058,6.17
4.96,Cotton,Sandy,0.33,1452,1.14
12.03,Sugarcane,Clay,0.35,1472,9.3
1.91,Cotton,Sandy,0.55,612,0.31
4.87,Cotton,Black,0.94,463,1.4
10.02,Maize,Black,0.52,1396,7.2
7.96,Sugarcane,Clay,0.76,1155,10.48
3.21,Sugarcane,Black,0.31,1166,1.91
14.1,Rice,Sandy,0.84,793,6.01
8.72,Rice,Sandy,0.78,1086,4.73
1.56,Sugarcane,Clay,0.36,978,0.82
13.78,Wheat,Black,0.83,949,8.36
1.44,Rice,Sandy,0.45,676,0.28
2.84,Sugarcane,Sandy,0.45,999,1.53
6.2,Wheat,Clay,0.49,743,1.58
9.02,Sugarcane,Clay,0.61,910,7.51
13.49,Wheat,Clay,0.73,1394,9.61
1.89,Maize,Loam,0.75,1343,2.06
6.23,Maize,Black,0.58,1468,5.25
12.24,Cotton,Clay,0.54,884,3.51
5.26,Maize,Black,0.42,937,2.05
14.75,Millets,Loam,0.93,1385,11.4
10.57,Wheat,Loam,0.37,1164,3.82
11.58,Sugarcane,Black,0.42,310,2.49
10.87,Wheat,Loam,0.86,341,2.68
12.32,Cotton,Loam,0.48,571,2.43
2.38,Millets,Loam,0.92,614,0.81
10.01,Sugarcane,Black,0.88,1084,15.76
12.56,Sugarcane,Loam,0.86,557,10.83
5.98,Wheat,Black,0.39,509,0.91
5.22,Sugarcane,Loam,0.68,478,3.05
6.31,Rice,Loam,0.44,464,1.24
7.24,Wheat,Sandy,0.36,719,1.05
12.18,Cotton,Loam,0.55,587,2.83
12.05,Cotton,Clay,0.56,1471,5.96
3.22,Cotton,Black,0.61,1358,1.76
2.67,Wheat,Clay,0.73,969,1.32
1.38,Millets,Sandy,0.78,1235,0.53
10.71,Wheat,Sandy,0.89,548,2.93
8.71,Rice,Loam,0.84,728,5.11
7.9,Millets,Sandy,0.56,1178,2.08
8.33,Wheat,Sandy,0.39,484,0.88
2.53,Rice,Black,0.79,1240,2.18
9.2,Cotton,Clay,0.66,1147,4.18
1.27,Sugarcane,Clay,0.71,377,0.51
10.7,Rice,Clay,0.66,473,2.67
9.46,Millets,Loam,0.46,1394,3.64
7.38,Millets,Clay,0.8,1359,4.01
9.71,Cotton,Clay,0.88,1205,6.18
14.51,Sugarcane,Black,0.62,546,8.1
14.1,Maize,Clay,0.53,394,2.65
3.38,Maize,Loam,0.88,519,1.67
11.36,Sugarcane,Loam,0.76,745,11.58
9.56,Millets,Sandy,0.79,404,1.22
5.42,Maize,Loam,0.72,745,3.14
